q_id,web_list
46,"[1042, 1034, 1040, 1029, 1049]"
47,"[1904, 1532, 1629, 1066, 1521]"
48,"[1567, 1906, 1588, 1904, 1191]"
49,"[1547, 1588, 478, 16, 1542]"
50,"[372, 812, 849, 1255, 1778]"
51,"[481, 1809, 1158, 1725, 740]"
52,"[1931, 1915, 1149, 1045, 1930]"
53,"[1404, 1490, 1252, 501, 372]"
54,"[1552, 1902, 1543, 1455, 1900]"
55,"[1861, 1490, 481, 1808, 1809]"
56,"[43, 1904, 1521, 1532, 1522]"
57,"[1607, 368, 740, 372, 371]"
58,"[1203, 1607, 692, 1724, 1596]"
59,"[1249, 1567, 1240, 1565, 1744]"
60,"[1178, 1179, 1602, 1600, 1132]"
61,"[1157, 481, 1499, 1808, 1490]"
62,"[1544, 1924, 1252, 1457, 1412]"
63,"[1071, 1550, 1557, 1453, 1533]"
64,"[1067, 1532, 1554, 1518, 1607]"
65,"[1012, 534, 218, 1007, 1633]"
66,"[1915, 1544, 1542, 536, 1924]"
67,"[1601, 3, 790, 848, 723]"
68,"[420, 1073, 1313, 628, 1552]"
69,"[885, 1259, 926, 900, 1915]"
70,"[1567, 1773, 507, 1896, 1462]"
71,"[1567, 1588, 1904, 1589, 1629]"
72,"[1707, 1878, 1938, 220, 1059]"
73,"[420, 1900, 1015, 1321, 741]"
74,"[1629, 37, 1589, 1621, 1194]"
75,"[1529, 1526, 1548, 1532, 1528]"
76,"[1072, 1567, 1612, 1607, 1067]"
77,"[1917, 885, 1046, 926, 990]"
78,"[1619, 1618, 1617, 1557, 1550]"
79,"[1049, 1040, 1915, 37, 927]"
80,"[1906, 1032, 1916, 106, 1910]"
81,"[1907, 44, 390, 1899, 1179]"
82,"[452, 1249, 1915, 1300, 79]"
83,"[1587, 688, 1915, 1159, 1900]"
84,"[1607, 888, 1601, 79, 441]"
85,"[1043, 1040, 1901, 1929, 1809]"
86,"[1707, 1878, 1938, 1806, 1772]"
87,"[1201, 1541, 420, 1553, 1516]"
88,"[1567, 1906, 1904, 1896, 1191]"
89,"[1581, 1607, 717, 441, 835]"
90,"[787, 1401, 1259, 1535, 848]"
91,"[1201, 161, 1553, 1559, 289]"
92,"[114, 106, 1113, 1032, 1910]"
93,"[891, 1619, 1932, 926, 887]"
94,"[116, 1434, 1113, 478, 114]"
95,"[1066, 1629, 1589, 1621, 1194]"
96,"[1252, 856, 1607, 1579, 1019]"
97,"[412, 411, 1190, 446, 1203]"
98,"[887, 107, 1721, 242, 1453]"
99,"[1707, 1878, 1938, 393, 1121]"
100,"[1567, 1554, 1906, 1068, 1612]"
101,"[1094, 452, 1148, 1196, 1300]"
102,"[1607, 1252, 1861, 1809, 1863]"
103,"[1159, 372, 452, 361, 849]"
104,"[1618, 926, 1191, 455, 1567]"
105,"[502, 856, 1023, 1015, 1047]"
106,"[1014, 1008, 1906, 1676, 849]"
107,"[411, 412, 697, 1900, 1253]"
108,"[32, 1895, 1287, 660, 30]"
109,"[1797, 1846, 1809, 416, 1495]"
110,"[1490, 1251, 1607, 1404, 1252]"
111,"[303, 1087, 1279, 417, 1612]"
112,"[1666, 406, 419, 407, 1033]"
113,"[1707, 1878, 1938, 1165, 711]"
114,"[1629, 1612, 1567, 1926, 1589]"
115,"[1300, 452, 926, 885, 1915]"
116,"[1193, 1026, 1043, 1588, 1029]"
117,"[1066, 1916, 1070, 1907, 291]"
118,"[372, 1158, 812, 739, 1644]"
119,"[891, 1924, 478, 108, 1557]"
120,"[1895, 660, 514, 290, 1146]"
121,"[1607, 368, 740, 856, 372]"
122,"[1707, 1878, 1938, 1846, 42]"
123,"[1666, 419, 406, 407, 1548]"
124,"[1067, 1581, 834, 717, 3]"
125,"[536, 51, 1459, 1470, 773]"
126,"[1460, 1402, 1467, 809, 1405]"
127,"[1618, 926, 1557, 885, 1550]"
128,"[114, 1113, 455, 390, 454]"
129,"[1607, 368, 740, 372, 844]"
130,"[1722, 1555, 292, 717, 1617]"
131,"[1707, 1878, 1938, 1275, 1167]"
132,"[1907, 1892, 1885, 1894, 1884]"
133,"[1924, 478, 1544, 1412, 1552]"
134,"[1529, 1588, 1924, 1536, 1548]"
135,"[481, 1809, 1863, 1607, 368]"
136,"[1707, 1878, 1938, 30, 1673]"
137,"[1581, 1607, 1252, 717, 3]"
138,"[1567, 1906, 1916, 1589, 1629]"
139,"[885, 823, 1590, 1809, 886]"
140,"[1290, 124, 1915, 1547, 1536]"
141,"[1929, 1592, 1721, 1304, 1722]"
142,"[1910, 1529, 1032, 1589, 1899]"
143,"[1193, 1909, 927, 1033, 1904]"
144,"[1929, 1592, 1172, 1043, 1054]"
145,"[1287, 808, 810, 117, 1676]"
146,"[1707, 1878, 1938, 133, 1525]"
147,"[1905, 927, 1627, 1629, 1915]"
148,"[1567, 1067, 1629, 1542, 1588]"
149,"[1098, 1092, 1659, 1273, 441]"
150,"[92, 858, 837, 642, 1147]"
151,"[1809, 1861, 1567, 1588, 1906]"
152,"[1113, 926, 1070, 1921, 1067]"
153,"[1666, 1548, 419, 406, 407]"
154,"[1019, 856, 363, 849, 1804]"
155,"[1604, 692, 1192, 116, 423]"
156,"[1063, 300, 1746, 48, 656]"
157,"[1607, 372, 368, 739, 1906]"
158,"[1071, 1567, 1748, 1906, 455]"
159,"[1614, 116, 114, 1638, 1610]"
160,"[1666, 1930, 885, 1344, 1304]"
161,"[1071, 868, 1899, 1924, 1567]"
162,"[1567, 1904, 1627, 1905, 1629]"
163,"[1567, 1897, 1896, 1922, 37]"
164,"[1931, 1579, 856, 1932, 1917]"
165,"[1039, 369, 856, 1665, 1337]"
166,"[16, 422, 3, 1692, 1744]"
167,"[102, 420, 1201, 1541, 1553]"
168,"[1590, 288, 911, 270, 834]"
169,"[1207, 862, 270, 900, 1590]"
170,"[372, 1158, 1159, 1906, 1186]"
171,"[1674, 892, 871, 872, 1065]"
172,"[1567, 1907, 513, 478, 1899]"
173,"[1287, 1194, 1377, 16, 1710]"
174,"[1922, 1897, 1567, 1536, 867]"
175,"[119, 867, 1896, 99, 1627]"
176,"[835, 1901, 1270, 1676, 1613]"
177,"[885, 1607, 886, 1809, 1604]"
178,"[1899, 1536, 1629, 1589, 1621]"
179,"[1279, 875, 1552, 613, 1902]"
180,"[1279, 514, 303, 1903, 416]"
181,"[1659, 1066, 1903, 717, 1098]"
182,"[441, 739, 379, 1273, 1270]"
183,"[1629, 1066, 1535, 1612, 1589]"
184,"[416, 773, 417, 514, 1903]"
185,"[1517, 1593, 1886, 89, 732]"
186,"[1607, 1598, 1191, 1567, 368]"
187,"[1521, 478, 43, 1529, 1532]"
188,"[1884, 1924, 116, 1902, 478]"
189,"[1707, 1878, 1938, 1806, 507]"
190,"[1607, 1072, 1252, 856, 1191]"
191,"[1906, 1113, 114, 926, 1915]"
192,"[1809, 1490, 1252, 1666, 885]"
193,"[926, 1610, 1066, 885, 1159]"
194,"[1567, 37, 1629, 1627, 1448]"
195,"[1252, 1607, 1809, 511, 514]"
196,"[1567, 868, 1071, 1748, 811]"
197,"[372, 1186, 739, 627, 669]"
198,"[926, 891, 1619, 1557, 1618]"
199,"[885, 848, 1601, 1035, 1894]"
200,"[454, 1724, 688, 1015, 16]"
201,"[927, 886, 1033, 1029, 1042]"
202,"[1607, 1536, 1629, 1589, 1191]"
203,"[1019, 856, 1707, 1878, 1938]"
204,"[1607, 1861, 1252, 452, 1500]"
205,"[1801, 1802, 1617, 1557, 1555]"
206,"[1707, 1878, 1938, 133, 852]"
207,"[455, 1922, 1897, 1113, 16]"
208,"[692, 582, 901, 1191, 1249]"
209,"[1559, 1536, 1541, 1535, 1524]"
210,"[1046, 885, 287, 1027, 1630]"
211,"[1924, 478, 54, 57, 58]"
212,"[1521, 1544, 1588, 1542, 1554]"
213,"[1904, 114, 1589, 1899, 1192]"
214,"[1303, 1253, 1259, 1675, 1257]"
215,"[1567, 1899, 1629, 1588, 1896]"
216,"[1032, 1916, 114, 1191, 1536]"
217,"[1707, 1878, 1938, 1806, 1708]"
218,"[1885, 1588, 1193, 796, 1567]"
219,"[891, 926, 1617, 115, 1801]"
220,"[1618, 1619, 926, 788, 1406]"
221,"[688, 1722, 1721, 1159, 1655]"
222,"[1915, 79, 1013, 1929, 1917]"
223,"[1567, 1629, 1589, 1896, 1621]"
224,"[1567, 37, 95, 1896, 1542]"
225,"[1249, 1910, 1536, 752, 1523]"
226,"[1707, 1878, 1938, 1642, 414]"
227,"[113, 43, 927, 1043, 1033]"
228,"[114, 455, 1614, 1899, 1412]"
229,"[1015, 1517, 1570, 1194, 708]"
230,"[927, 1458, 1033, 1604, 1544]"
231,"[452, 1300, 1252, 1903, 1169]"
232,"[1567, 1899, 677, 1885, 1588]"
233,"[114, 455, 1614, 1113, 1192]"
234,"[399, 773, 1067, 1068, 1098]"
235,"[1043, 1590, 1592, 739, 862]"
236,"[1113, 114, 455, 535, 454]"
237,"[1906, 904, 895, 1588, 1542]"
238,"[1043, 1590, 1809, 543, 452]"
239,"[439, 440, 1277, 1593, 1594]"
240,"[1552, 1902, 416, 1778, 702]"
241,"[1098, 1273, 1092, 447, 441]"
242,"[1033, 927, 1034, 1914, 1040]"
243,"[1567, 1896, 1588, 1885, 1067]"
244,"[127, 1896, 1536, 1589, 1629]"
245,"[478, 1924, 1884, 1588, 1567]"
246,"[368, 1072, 379, 363, 697]"
247,"[1325, 1035, 216, 886, 1207]"
248,"[1896, 412, 1783, 1544, 1542]"
249,"[455, 390, 114, 507, 1496]"
250,"[694, 1707, 1878, 1938, 712]"
251,"[1601, 1607, 1599, 79, 1581]"
252,"[1043, 1906, 1916, 1252, 1032]"
253,"[1883, 1806, 1708, 1856, 1931]"
254,"[1924, 478, 536, 1884, 1434]"
255,"[1673, 681, 672, 824, 892]"
256,"[1157, 372, 368, 1186, 1159]"
257,"[1252, 1932, 363, 1931, 349]"
258,"[1915, 1861, 808, 742, 744]"
259,"[1899, 1906, 1915, 1554, 1542]"
260,"[133, 852, 495, 1429, 1414]"
261,"[123, 1894, 1536, 37, 1915]"
262,"[1567, 1588, 1535, 1539, 1544]"
263,"[1666, 406, 419, 407, 1033]"
264,"[499, 1724, 484, 510, 835]"
265,"[478, 1924, 1552, 1542, 1548]"
266,"[1032, 1916, 106, 1910, 1885]"
267,"[1617, 1555, 1722, 115, 891]"
268,"[1924, 1552, 688, 1902, 1900]"
269,"[1562, 1567, 1564, 1554, 1531]"
270,"[381, 379, 1883, 534, 1797]"
271,"[1207, 1929, 1592, 1933, 1680]"
272,"[1911, 257, 206, 969, 970]"
273,"[521, 926, 1304, 1474, 1301]"
274,"[538, 1773, 1567, 1342, 1193]"
275,"[1213, 1467, 363, 1587, 1894]"
276,"[290, 1737, 1122, 1829, 1823]"
277,"[259, 1604, 105, 1249, 1785]"
278,"[606, 116, 110, 1578, 1581]"
279,"[1707, 1878, 1938, 891, 1708]"
280,"[1707, 1878, 1938, 593, 587]"
281,"[1067, 1906, 1904, 1554, 1542]"
282,"[1567, 1629, 1899, 1589, 37]"
283,"[1581, 1607, 1599, 717, 1067]"
284,"[1906, 1567, 1904, 1191, 1528]"
285,"[721, 1169, 612, 1128, 384]"
286,"[1607, 366, 1900, 68, 1673]"
287,"[18, 28, 798, 1772, 16]"
288,"[420, 102, 1201, 711, 1902]"
289,"[259, 1477, 537, 534, 1442]"
290,"[1677, 1902, 478, 1924, 1544]"
291,"[887, 1801, 1804, 1802, 1619]"
292,"[1570, 1713, 848, 1595, 860]"
293,"[420, 1516, 1541, 1540, 1201]"
294,"[95, 1612, 1613, 1072, 93]"
295,"[494, 1159, 1552, 1846, 1436]"
296,"[1043, 885, 1040, 1535, 1906]"
297,"[1067, 1536, 1064, 1629, 1589]"
298,"[1904, 1899, 1884, 1589, 1567]"
299,"[1553, 1628, 1541, 1516, 1201]"
300,"[95, 93, 1613, 1612, 1072]"
301,"[1043, 543, 1251, 1809, 1590]"
302,"[1917, 1931, 1019, 133, 369]"
303,"[1565, 452, 1249, 1915, 1300]"
304,"[1924, 478, 1884, 1434, 1544]"
305,"[875, 1707, 1878, 1938, 1628]"
306,"[1727, 397, 1728, 1707, 1878]"
307,"[358, 574, 563, 567, 564]"
308,"[1666, 406, 419, 407, 1033]"
309,"[1920, 1590, 1536, 1917, 116]"
310,"[1581, 717, 1213, 1398, 1067]"
311,"[1665, 358, 1300, 563, 570]"
312,"[1525, 1524, 1516, 453, 1559]"
313,"[116, 1113, 835, 127, 1300]"
314,"[293, 434, 1265, 1687, 438]"
315,"[1666, 419, 406, 823, 407]"
316,"[812, 1158, 372, 1644, 768]"
317,"[455, 1614, 1312, 454, 114]"
318,"[1627, 1904, 1629, 1905, 1567]"
319,"[114, 454, 455, 1724, 1924]"
320,"[1932, 349, 1045, 1630, 1046]"
321,"[1590, 900, 884, 258, 1915]"
322,"[368, 1607, 844, 748, 697]"
323,"[885, 1207, 1630, 68, 347]"
324,"[16, 455, 1915, 1614, 1610]"
325,"[1246, 1575, 1404, 512, 452]"
326,"[372, 1186, 368, 1158, 1159]"
327,"[43, 1521, 868, 1748, 811]"
328,"[891, 926, 369, 885, 1557]"
329,"[695, 696, 1900, 16, 1455]"
330,"[926, 1147, 891, 452, 1618]"
331,"[478, 1772, 807, 1412, 502]"
332,"[1619, 1618, 891, 926, 1617]"
333,"[1252, 1607, 1861, 1809, 1251]"
334,"[1607, 1252, 1903, 1502, 1302]"
335,"[1604, 1599, 885, 1590, 900]"
336,"[875, 43, 613, 1707, 1878]"
337,"[1902, 1900, 1552, 695, 1915]"
338,"[927, 1536, 1909, 1588, 1029]"
339,"[1659, 1066, 1903, 717, 1098]"
340,"[114, 1113, 454, 862, 455]"
341,"[1707, 1878, 1938, 1607, 1578]"
342,"[289, 707, 346, 335, 712]"
343,"[114, 1113, 127, 1567, 54]"
344,"[441, 1265, 1607, 836, 81]"
345,"[1105, 1102, 1095, 1083, 1280]"
346,"[1113, 926, 862, 835, 1915]"
347,"[116, 888, 692, 1604, 1192]"
348,"[1344, 1915, 478, 1906, 1930]"
349,"[114, 1113, 1724, 127, 116]"
350,"[1619, 891, 369, 1617, 1801]"
351,"[1924, 478, 1544, 1043, 1552]"
352,"[1659, 1098, 1273, 1087, 1092]"
353,"[711, 102, 420, 676, 710]"
354,"[1906, 1607, 1255, 1676, 1191]"
355,"[926, 1147, 452, 856, 372]"
356,"[1344, 419, 1032, 1600, 106]"
357,"[1924, 478, 1544, 1552, 1532]"
358,"[1809, 1252, 452, 1300, 1567]"
359,"[1904, 1534, 1536, 1532, 1926]"
360,"[43, 1521, 1536, 1193, 1544]"
361,"[1607, 1589, 1536, 1621, 1884]"
362,"[43, 1521, 1544, 1522, 1536]"
363,"[1521, 43, 1629, 1904, 1899]"
364,"[1521, 1915, 1588, 1544, 113]"
365,"[95, 1612, 93, 1615, 1068]"
366,"[875, 427, 1575, 101, 1553]"
367,"[1570, 54, 57, 58, 1581]"
368,"[1067, 1193, 1034, 1041, 1029]"
369,"[613, 1707, 1878, 1938, 1642]"
370,"[1019, 303, 1159, 1045, 1148]"
371,"[1015, 623, 1453, 852, 835]"
372,"[1525, 102, 1631, 1628, 1201]"
373,"[1039, 999, 1015, 381, 439]"
374,"[406, 407, 478, 1548, 1552]"
375,"[1525, 420, 869, 1524, 124]"
376,"[868, 1588, 1748, 1071, 1554]"
377,"[1252, 1903, 1072, 510, 1607]"
378,"[1461, 116, 1504, 1473, 549]"
379,"[43, 1899, 1907, 478, 1521]"
380,"[43, 1522, 1544, 1914, 321]"
381,"[372, 368, 1158, 1607, 740]"
382,"[1924, 1544, 478, 1884, 1521]"
383,"[368, 1567, 1404, 1587, 1157]"
384,"[886, 1033, 1904, 1666, 1191]"
385,"[856, 1579, 1252, 1931, 1147]"
386,"[377, 1159, 1015, 381, 1187]"
387,"[372, 739, 1906, 740, 1098]"
388,"[289, 992, 1176, 1173, 272]"
389,"[823, 1404, 1490, 1809, 452]"
390,"[926, 891, 1804, 1799, 1782]"
391,"[1560, 478, 1924, 1907, 615]"
392,"[1627, 1905, 881, 1567, 1922]"
393,"[514, 773, 1159, 1826, 885]"
394,"[856, 1019, 1383, 133, 1477]"
395,"[1567, 1896, 37, 43, 95]"
396,"[1252, 1932, 1300, 349, 1931]"
397,"[114, 390, 455, 1113, 1510]"
398,"[1906, 885, 1903, 1206, 1401]"
399,"[927, 886, 1458, 257, 1539]"
400,"[1567, 1896, 1894, 1067, 1542]"
401,"[1359, 460, 1821, 1822, 681]"
402,"[1897, 1922, 536, 507, 1504]"
403,"[1618, 1617, 1619, 115, 891]"
404,"[1707, 1878, 1938, 1159, 569]"
405,"[480, 1213, 1252, 481, 1809]"
406,"[885, 1607, 1252, 372, 823]"
407,"[1607, 835, 1252, 1200, 511]"
408,"[1926, 289, 890, 1070, 1064]"
409,"[1655, 1491, 544, 1931, 339]"
410,"[1909, 1066, 421, 1029, 1067]"
411,"[1203, 692, 1906, 1524, 1552]"
412,"[692, 1618, 1601, 926, 1249]"
413,"[911, 1050, 359, 287, 1046]"
414,"[452, 1900, 1300, 1304, 460]"
415,"[717, 1770, 1213, 1098, 892]"
416,"[1899, 1529, 1915, 1589, 1629]"
417,"[1618, 926, 407, 406, 1666]"
418,"[1592, 1929, 1590, 1043, 1680]"
419,"[739, 1157, 372, 1186, 654]"
420,"[1033, 927, 1906, 1025, 1627]"
421,"[1400, 1159, 497, 1347, 748]"
422,"[1567, 927, 1627, 1896, 1542]"
423,"[1707, 1878, 1938, 621, 42]"
424,"[372, 368, 1186, 1158, 1607]"
425,"[1607, 740, 623, 368, 372]"
426,"[587, 1846, 1264, 1300, 1861]"
427,"[1192, 1601, 1604, 1599, 1607]"
428,"[1238, 1318, 1319, 1209, 105]"
429,"[726, 1684, 218, 68, 739]"
430,"[1043, 1930, 927, 1590, 885]"
431,"[739, 787, 788, 1452, 107]"
432,"[1884, 1536, 1904, 1924, 1544]"
433,"[1607, 510, 1906, 1861, 1252]"
434,"[1193, 927, 886, 1929, 1894]"
435,"[1098, 1567, 1607, 1659, 1252]"
436,"[1809, 885, 1826, 1252, 1932]"
437,"[1885, 1809, 1886, 1588, 1567]"
438,"[1885, 1588, 1542, 1567, 1924]"
439,"[1901, 1252, 112, 452, 133]"
440,"[1064, 106, 1899, 1629, 1536]"
441,"[891, 926, 1618, 1619, 1617]"
442,"[1536, 1629, 1621, 1607, 1589]"
443,"[1459, 536, 773, 1251, 1470]"
444,"[1659, 1607, 1098, 1273, 1599]"
445,"[80, 303, 1026, 838, 1159]"
446,"[1015, 512, 1579, 1931, 1398]"
447,"[1607, 926, 452, 1601, 885]"
448,"[926, 1558, 1324, 1618, 1550]"
449,"[1627, 927, 1905, 1071, 113]"
450,"[1193, 1909, 1026, 1588, 1025]"
451,"[368, 372, 1607, 740, 844]"
452,"[1567, 37, 1193, 927, 1340]"
453,"[1932, 1931, 514, 1045, 1252]"
454,"[1666, 406, 407, 419, 1548]"
455,"[259, 534, 1317, 537, 224]"
456,"[43, 1521, 1904, 1567, 1629]"
457,"[1043, 1906, 1032, 862, 1536]"
458,"[1636, 446, 1279, 431, 433]"
459,"[1252, 1906, 1298, 1302, 1528]"
460,"[1885, 1207, 885, 1915, 1931]"
461,"[1707, 1878, 1938, 16, 1883]"
462,"[372, 1906, 1298, 1159, 1528]"
463,"[1884, 1554, 1896, 1564, 1549]"
464,"[1544, 1902, 1552, 1924, 1535]"
465,"[717, 1581, 81, 835, 1252]"
466,"[926, 1618, 1191, 1536, 1558]"
467,"[1707, 1878, 1938, 73, 134]"
468,"[1618, 1707, 1878, 1938, 891]"
469,"[1098, 717, 1883, 1659, 1265]"
470,"[1192, 823, 1147, 1240, 1604]"
471,"[1304, 1474, 1298, 1250, 1506]"
472,"[110, 1627, 1270, 1905, 657]"
473,"[1924, 1592, 1043, 1929, 1042]"
474,"[849, 1931, 1592, 1560, 1929]"
475,"[95, 1613, 1554, 1922, 1897]"
476,"[1929, 1707, 1878, 1938, 621]"
477,"[1252, 514, 452, 1300, 1302]"
478,"[37, 927, 886, 1194, 1629]"
479,"[1536, 1521, 1523, 1896, 1544]"
480,"[372, 1186, 368, 1158, 768]"
481,"[1707, 1878, 1938, 1159, 569]"
482,"[1555, 1245, 1606, 1599, 1937]"
483,"[372, 1158, 745, 1186, 768]"
484,"[1900, 1889, 891, 1516, 1902]"
485,"[868, 1071, 1748, 1521, 43]"
486,"[1607, 1252, 1502, 852, 808]"
487,"[1210, 54, 57, 58, 114]"
488,"[1613, 1620, 1612, 1520, 95]"
489,"[1321, 277, 1016, 695, 272]"
490,"[1550, 1535, 1516, 1536, 1534]"
491,"[420, 1197, 628, 1628, 1700]"
492,"[368, 372, 740, 1598, 844]"
493,"[1915, 1536, 1924, 1300, 1588]"
494,"[368, 1015, 54, 57, 58]"
495,"[1894, 1588, 1567, 1899, 1915]"
496,"[801, 355, 723, 68, 3]"
497,"[1607, 372, 1113, 1404, 110]"
498,"[927, 1029, 1033, 1909, 1034]"
499,"[1192, 114, 692, 116, 1910]"
500,"[1707, 1878, 1938, 891, 692]"
501,"[1179, 114, 901, 888, 1113]"
502,"[679, 46, 889, 1191, 1234]"
503,"[1600, 1178, 1179, 643, 1169]"
504,"[1589, 1621, 1194, 1607, 1629]"
505,"[1019, 505, 1438, 1471, 367]"
506,"[852, 1915, 1019, 495, 133]"
507,"[1666, 406, 407, 419, 1548]"
508,"[901, 1567, 114, 1113, 1906]"
509,"[1629, 37, 1621, 1589, 1536]"
510,"[891, 1619, 1617, 1618, 1044]"
511,"[114, 535, 1406, 1929, 1113]"
512,"[372, 1607, 1098, 885, 368]"
513,"[1046, 885, 1027, 1591, 288]"
514,"[363, 844, 748, 481, 1894]"
515,"[927, 900, 54, 57, 58]"
516,"[288, 1590, 835, 862, 1488]"
517,"[372, 1602, 1186, 1304, 1906]"
518,"[1629, 670, 1588, 1914, 1589]"
519,"[110, 1190, 381, 16, 1270]"
520,"[1552, 1924, 891, 1884, 1902]"
521,"[1707, 1878, 1938, 836, 717]"
522,"[1902, 1809, 361, 1929, 1900]"
523,"[1885, 478, 1915, 1809, 1924]"
524,"[885, 1809, 1252, 823, 1607]"
525,"[926, 1300, 891, 1557, 1240]"
526,"[1677, 683, 292, 1304, 1377]"
527,"[1304, 885, 926, 1906, 783]"
528,"[92, 1020, 642, 1613, 333]"
529,"[1085, 1846, 1707, 1878, 1938]"
530,"[1907, 1240, 1241, 1899, 1071]"
531,"[926, 374, 514, 1159, 1915]"
532,"[1253, 1303, 1250, 428, 1261]"
533,"[856, 862, 114, 1567, 1192]"
534,"[1770, 1015, 358, 1148, 1707]"
535,"[1469, 787, 788, 1364, 1455]"
536,"[1809, 1252, 886, 1607, 885]"
537,"[1924, 478, 1312, 1884, 1434]"
538,"[478, 1885, 1874, 1516, 1304]"
539,"[1317, 537, 259, 194, 105]"
540,"[1159, 1045, 303, 514, 1931]"
541,"[1452, 1846, 1592, 1929, 1453]"
542,"[114, 1192, 888, 1604, 1601]"
543,"[1676, 1906, 1590, 1252, 1592]"
544,"[1193, 1885, 1588, 1909, 796]"
545,"[1252, 452, 1302, 1861, 1300]"
546,"[885, 926, 380, 954, 1590]"
547,"[1250, 1298, 1302, 1474, 1676]"
548,"[856, 606, 886, 1931, 1579]"
549,"[455, 114, 888, 1192, 552]"
550,"[1612, 1066, 1072, 1906, 1615]"
551,"[796, 1627, 1905, 1567, 1915]"
552,"[1567, 1191, 1629, 1067, 1894]"
553,"[372, 1186, 368, 1158, 768]"
554,"[1157, 368, 1607, 1252, 1724]"
555,"[1931, 1917, 1579, 1932, 1252]"
556,"[114, 501, 1113, 390, 1510]"
557,"[1567, 862, 54, 57, 58]"
558,"[1924, 478, 1071, 1884, 1519]"
559,"[43, 868, 1071, 1748, 811]"
560,"[1019, 123, 1159, 1560, 1915]"
561,"[114, 1213, 888, 862, 860]"
562,"[1629, 1535, 1589, 1621, 1536]"
563,"[452, 1252, 1290, 1500, 1869]"
564,"[1924, 478, 1884, 114, 1902]"
565,"[1548, 1621, 1589, 1536, 1629]"
566,"[1071, 1521, 868, 1588, 1748]"
567,"[1525, 1516, 1524, 453, 1559]"
568,"[1347, 495, 1159, 497, 1359]"
569,"[1193, 1899, 1885, 1897, 1922]"
570,"[1607, 372, 1252, 1596, 452]"
571,"[1916, 1906, 1032, 1528, 419]"
572,"[1072, 1074, 1520, 1029, 670]"
573,"[1536, 1191, 1589, 1607, 1629]"
574,"[1567, 1607, 1098, 372, 888]"
575,"[926, 891, 1804, 1781, 1802]"
576,"[448, 1846, 1267, 42, 936]"
577,"[621, 460, 1309, 32, 1311]"
578,"[1922, 1194, 927, 1627, 1897]"
579,"[1588, 1529, 1539, 1536, 1521]"
580,"[885, 1911, 1590, 1592, 1630]"
581,"[1364, 1318, 1224, 537, 1384]"
582,"[926, 1557, 1617, 1618, 887]"
583,"[1909, 1029, 1193, 1533, 1586]"
584,"[1312, 650, 689, 641, 649]"
585,"[1252, 1607, 1279, 1825, 1908]"
586,"[926, 885, 1592, 900, 954]"
587,"[1899, 1521, 1629, 1915, 1588]"
588,"[1194, 1067, 1072, 1607, 1906]"
589,"[1033, 927, 1040, 1193, 1904]"
590,"[1931, 452, 1915, 1579, 552]"
591,"[536, 445, 116, 581, 114]"
592,"[556, 216, 1410, 1611, 1604]"
593,"[420, 1541, 1516, 1201, 124]"
594,"[1537, 1629, 1044, 1533, 94]"
595,"[891, 926, 1797, 1804, 1406]"
596,"[1924, 478, 1884, 1312, 536]"
597,"[1567, 1629, 1899, 1534, 1589]"
598,"[452, 1900, 1252, 1607, 1490]"
599,"[885, 887, 884, 108, 1642]"
600,"[1557, 1619, 926, 1555, 1550]"
