q_id,web_list
219,"[668, 1317, 1737, 337, 1197]"
220,"[687, 1902, 1915, 18, 782]"
221,"[697, 688, 380, 1159, 687]"
222,"[1570, 1013, 79, 1934, 1710]"
223,"[1930, 1915, 1033, 1921, 1193]"
224,"[1567, 1896, 1072, 16, 858]"
225,"[1528, 1906, 1529, 1548, 1547]"
226,"[1102, 1095, 1707, 1878, 1938]"
227,"[43, 1025, 113, 735, 1193]"
228,"[114, 535, 455, 1896, 539]"
229,"[687, 645, 282, 660, 1287]"
230,"[1915, 1193, 927, 735, 1033]"
231,"[18, 1246, 1707, 1878, 1938]"
232,"[37, 1926, 362, 1530, 1894]"
233,"[114, 16, 535, 1896, 1192]"
234,"[1903, 884, 86, 906, 1565]"
235,"[1896, 1607, 900, 1906, 1528]"
236,"[16, 114, 1567, 535, 1467]"
237,"[1646, 1927, 904, 1874, 1438]"
238,"[1874, 1870, 1824, 796, 1301]"
239,"[439, 402, 1266, 1750, 504]"
240,"[687, 340, 782, 1722, 673]"
241,"[1098, 634, 447, 1931, 1157]"
242,"[1193, 1034, 735, 1149, 303]"
243,"[1896, 1567, 1072, 1809, 1861]"
244,"[114, 1915, 1896, 1922, 1897]"
245,"[1915, 478, 1902, 1900, 1922]"
246,"[368, 1900, 1072, 1902, 1567]"
247,"[814, 1717, 1669, 1428, 480]"
248,"[1567, 687, 1197, 1570, 16]"
249,"[16, 1929, 926, 535, 1212]"
250,"[655, 1826, 1707, 1878, 1938]"
251,"[1601, 690, 1611, 1006, 1600]"
252,"[1588, 1906, 1528, 1043, 901]"
253,"[1576, 1725, 1187, 645, 420]"
254,"[1902, 478, 1924, 114, 649]"
255,"[687, 1159, 1769, 1733, 1775]"
256,"[1157, 1607, 368, 1896, 688]"
257,"[1894, 1869, 1607, 1580, 1725]"
258,"[79, 930, 1721, 65, 649]"
259,"[1915, 1193, 1885, 1902, 1921]"
260,"[853, 1723, 832, 37, 508]"
261,"[1894, 1625, 858, 1193, 1525]"
262,"[1915, 18, 1902, 1900, 1197]"
263,"[1666, 419, 1193, 56, 406]"
264,"[368, 1902, 1158, 108, 1676]"
265,"[478, 1915, 1924, 1902, 1457]"
266,"[1032, 106, 1910, 419, 1899]"
267,"[1617, 115, 1902, 1722, 782]"
268,"[687, 1924, 1902, 1884, 478]"
269,"[687, 676, 107, 1125, 688]"
270,"[1707, 1878, 1938, 108, 361]"
271,"[1933, 1630, 1207, 1723, 1193]"
272,"[1052, 823, 886, 363, 1930]"
273,"[1915, 521, 1200, 1304, 1900]"
274,"[1896, 1193, 1072, 37, 1567]"
275,"[363, 1894, 717, 1797, 368]"
276,"[1737, 1122, 864, 1309, 99]"
277,"[1785, 259, 1896, 1296, 1611]"
278,"[635, 1723, 639, 1725, 1131]"
279,"[1246, 1804, 594, 1781, 1798]"
280,"[1725, 599, 587, 1317, 593]"
281,"[1894, 1896, 363, 1072, 1157]"
282,"[1066, 18, 1193, 1922, 1897]"
283,"[1098, 717, 135, 132, 363]"
284,"[1906, 1607, 1193, 1896, 1528]"
285,"[1575, 393, 1707, 1878, 1938]"
286,"[1900, 1915, 660, 1673, 1607]"
287,"[18, 1249, 1915, 687, 63]"
288,"[665, 420, 1670, 124, 667]"
289,"[1590, 1488, 1911, 1930, 1920]"
290,"[1434, 1902, 1924, 1915, 478]"
291,"[1915, 1799, 1798, 1782, 1801]"
292,"[1543, 98, 1553, 96, 97]"
293,"[420, 1902, 1197, 1888, 1118]"
294,"[1068, 1069, 1612, 1927, 1907]"
295,"[1902, 687, 1915, 1900, 114]"
296,"[936, 796, 79, 930, 1193]"
297,"[1193, 1033, 1032, 1927, 735]"
298,"[1902, 1922, 1897, 1589, 1904]"
299,"[1628, 665, 694, 420, 667]"
300,"[1069, 1625, 1612, 1613, 1626]"
301,"[1249, 695, 1725, 1240, 1930]"
302,"[18, 443, 1302, 362, 1495]"
303,"[1915, 1197, 1249, 79, 18]"
304,"[1924, 478, 1915, 1884, 1902]"
305,"[605, 1717, 610, 1679, 667]"
306,"[1015, 381, 1570, 623, 1235]"
307,"[1249, 1197, 611, 1432, 650]"
308,"[1193, 419, 1034, 1666, 1041]"
309,"[78, 412, 114, 687, 645]"
310,"[1098, 135, 132, 717, 34]"
311,"[1915, 428, 611, 878, 1300]"
312,"[782, 1628, 1670, 1197, 124]"
313,"[1915, 1799, 1782, 1798, 1801]"
314,"[448, 293, 393, 1575, 1679]"
315,"[1666, 56, 419, 1649, 67]"
316,"[1186, 1725, 770, 739, 627]"
317,"[413, 811, 868, 1748, 1900]"
318,"[1894, 1143, 714, 1922, 712]"
319,"[1902, 1900, 114, 1915, 655]"
320,"[1054, 1917, 1050, 1103, 1193]"
321,"[1902, 1915, 901, 114, 954]"
322,"[1723, 368, 1896, 16, 1721]"
323,"[1591, 1193, 1667, 1428, 51]"
324,"[114, 16, 1899, 44, 655]"
325,"[1246, 1575, 1772, 1513, 427]"
326,"[1607, 368, 1725, 372, 739]"
327,"[413, 868, 103, 1748, 811]"
328,"[1557, 1550, 1561, 1619, 1617]"
329,"[687, 1915, 1900, 334, 1902]"
330,"[1902, 1900, 1915, 847, 420]"
331,"[853, 443, 1197, 649, 645]"
332,"[687, 1722, 114, 1930, 1900]"
333,"[1607, 368, 599, 590, 593]"
334,"[1607, 1723, 1725, 1157, 1805]"
335,"[1193, 1574, 1930, 862, 861]"
336,"[1575, 1717, 610, 667, 1670]"
337,"[687, 681, 1722, 1900, 782]"
338,"[1193, 1922, 1897, 1029, 1586]"
339,"[1098, 132, 135, 1699, 1737]"
340,"[114, 1902, 16, 1915, 1495]"
341,"[1723, 1567, 1894, 282, 368]"
342,"[1902, 1900, 420, 1713, 124]"
343,"[114, 1567, 16, 1113, 1516]"
344,"[135, 132, 1655, 1098, 1086]"
345,"[1095, 1269, 1102, 1083, 1723]"
346,"[1915, 1113, 114, 1799, 1798]"
347,"[110, 1604, 1567, 116, 888]"
348,"[1344, 1885, 1193, 1560, 900]"
349,"[114, 1567, 1113, 116, 16]"
350,"[1804, 1781, 1870, 1799, 1782]"
351,"[1924, 478, 1434, 1504, 1884]"
352,"[1098, 634, 336, 1707, 1878]"
353,"[124, 126, 665, 1670, 1628]"
354,"[1193, 1029, 1065, 735, 1612]"
355,"[1607, 1896, 1915, 1721, 1617]"
356,"[1032, 419, 106, 1064, 1344]"
357,"[649, 1924, 114, 478, 1575]"
358,"[1869, 16, 1567, 1264, 930]"
359,"[1193, 1902, 18, 1552, 1723]"
360,"[1193, 1033, 1032, 1902, 1927]"
361,"[1193, 1915, 1042, 1032, 1902]"
362,"[1193, 1915, 1032, 1033, 735]"
363,"[1899, 1066, 1922, 95, 1897]"
364,"[1033, 1193, 735, 1902, 927]"
365,"[1612, 1927, 1065, 1626, 1069]"
366,"[667, 1888, 126, 1575, 1717]"
367,"[1570, 1782, 1798, 1799, 1801]"
368,"[1034, 1193, 1340, 1932, 1029]"
369,"[1707, 1878, 1938, 16, 232]"
370,"[1019, 1723, 660, 853, 362]"
371,"[1915, 368, 688, 1607, 1725]"
372,"[124, 420, 1197, 665, 1118]"
373,"[128, 604, 1039, 412, 646]"
374,"[407, 406, 114, 1915, 1197]"
375,"[124, 1670, 1197, 664, 665]"
376,"[868, 103, 811, 1748, 413]"
377,"[1902, 1915, 1900, 1148, 1344]"
378,"[582, 1461, 418, 1772, 1212]"
379,"[43, 1922, 1897, 113, 1627]"
380,"[1193, 43, 1586, 1033, 37]"
381,"[368, 1607, 372, 1725, 1896]"
382,"[1915, 1902, 1900, 478, 1102]"
383,"[368, 672, 1567, 1208, 1157]"
384,"[1193, 1034, 1041, 1029, 1033]"
385,"[1894, 18, 1915, 1900, 362]"
386,"[1197, 687, 1915, 778, 1888]"
387,"[1567, 368, 1157, 372, 135]"
388,"[289, 1900, 344, 1142, 647]"
389,"[1404, 501, 1157, 1560, 420]"
390,"[1915, 1900, 18, 1557, 1902]"
391,"[636, 478, 1924, 1478, 1241]"
392,"[1922, 1897, 113, 1737, 881]"
393,"[1197, 687, 1915, 1888, 412]"
394,"[78, 906, 133, 845, 832]"
395,"[1567, 1896, 16, 1072, 1519]"
396,"[1302, 1894, 1607, 1252, 512]"
397,"[114, 692, 1899, 1567, 1537]"
398,"[1197, 65, 782, 687, 79]"
399,"[1193, 927, 735, 1894, 1033]"
400,"[1072, 1894, 1193, 1896, 1567]"
401,"[1853, 1850, 1851, 1845, 1848]"
402,"[1902, 1915, 655, 18, 1900]"
403,"[1900, 1915, 1617, 114, 1902]"
404,"[1707, 1878, 1938, 480, 655]"
405,"[1098, 1725, 1185, 368, 1251]"
406,"[421, 1896, 900, 885, 886]"
407,"[1915, 1723, 1300, 1607, 18]"
408,"[1902, 1900, 1064, 1713, 418]"
409,"[339, 1655, 1586, 544, 1491]"
410,"[1586, 1193, 1029, 331, 735]"
411,"[1203, 427, 687, 1723, 655]"
412,"[692, 1601, 888, 1611, 1192]"
413,"[1915, 1902, 885, 1591, 1917]"
414,"[1855, 1861, 1846, 420, 838]"
415,"[34, 73, 1428, 1797, 135]"
416,"[1589, 1532, 1904, 1588, 1621]"
417,"[1666, 1193, 51, 1618, 419]"
418,"[1929, 1592, 1043, 1154, 1680]"
419,"[1157, 1186, 1676, 63, 331]"
420,"[1193, 735, 1037, 287, 930]"
421,"[1567, 1723, 479, 1667, 1265]"
422,"[115, 60, 1721, 782, 1197]"
423,"[1513, 594, 672, 1723, 1707]"
424,"[368, 1186, 1725, 739, 768]"
425,"[368, 1607, 1186, 739, 1725]"
426,"[1723, 1513, 1487, 923, 1915]"
427,"[1604, 1192, 1601, 692, 1600]"
428,"[1896, 1785, 476, 1319, 475]"
429,"[1684, 1729, 63, 609, 361]"
430,"[901, 900, 885, 903, 1127]"
431,"[1513, 1723, 687, 787, 1487]"
432,"[1589, 1904, 1532, 1902, 1922]"
433,"[1915, 1826, 18, 1607, 79]"
434,"[1193, 1034, 1340, 1907, 1065]"
435,"[1567, 1098, 135, 372, 1157]"
436,"[1193, 1915, 1902, 1809, 1586]"
437,"[1809, 1072, 1193, 1861, 331]"
438,"[930, 1193, 1861, 1197, 933]"
439,"[1316, 672, 1224, 515, 51]"
440,"[1193, 1033, 1032, 1927, 735]"
441,"[18, 1457, 1902, 1900, 1915]"
442,"[635, 639, 79, 632, 660]"
443,"[635, 1203, 1197, 782, 660]"
444,"[1157, 1098, 1113, 1127, 1273]"
445,"[1723, 687, 37, 1721, 1869]"
446,"[18, 798, 337, 1900, 1915]"
447,"[1249, 1607, 1915, 1157, 1896]"
448,"[1558, 1557, 1915, 1610, 1922]"
449,"[103, 868, 1748, 1071, 1905]"
450,"[1034, 1193, 1916, 1026, 1340]"
451,"[368, 1607, 372, 739, 1725]"
452,"[1902, 927, 1064, 1193, 1032]"
453,"[1900, 1915, 687, 1902, 362]"
454,"[419, 1666, 406, 407, 56]"
455,"[259, 224, 1317, 830, 34]"
456,"[321, 1896, 43, 1922, 1897]"
457,"[1588, 1906, 1528, 1043, 114]"
458,"[1564, 42, 1193, 1489, 1280]"
459,"[510, 60, 782, 79, 1826]"
460,"[1915, 452, 1560, 1561, 1861]"
461,"[1707, 1878, 1938, 1246, 884]"
462,"[79, 411, 1239, 1300, 1869]"
463,"[1006, 1902, 676, 681, 686]"
464,"[1915, 1902, 1900, 1102, 478]"
465,"[1098, 135, 132, 73, 34]"
466,"[1558, 1915, 1618, 1557, 1550]"
467,"[73, 1707, 1878, 1938, 24]"
468,"[18, 1302, 687, 1915, 1660]"
469,"[1566, 1723, 86, 444, 1699]"
470,"[811, 1807, 1604, 415, 413]"
471,"[1304, 1301, 1250, 1298, 1824]"
472,"[655, 661, 18, 635, 660]"
473,"[1154, 1929, 1043, 1592, 1042]"
474,"[853, 1900, 18, 1915, 849]"
475,"[1915, 1193, 1197, 79, 1869]"
476,"[1513, 1723, 514, 516, 1478]"
477,"[1302, 1900, 1723, 18, 1915]"
478,"[1193, 37, 1894, 1586, 735]"
479,"[1922, 1897, 1713, 1915, 99]"
480,"[1607, 368, 372, 739, 1186]"
481,"[1567, 1293, 655, 1700, 1197]"
482,"[1655, 292, 1617, 1722, 782]"
483,"[368, 1607, 1725, 372, 739]"
484,"[1902, 1900, 1655, 1516, 289]"
485,"[868, 103, 1748, 413, 1071]"
486,"[1607, 1723, 1725, 1157, 647]"
487,"[535, 114, 16, 1567, 539]"
488,"[1907, 1927, 1034, 429, 1520]"
489,"[1900, 78, 687, 441, 1094]"
490,"[1915, 1902, 1900, 114, 1922]"
491,"[1552, 1541, 1553, 1564, 1489]"
492,"[368, 1725, 372, 1894, 740]"
493,"[1915, 1902, 1900, 1457, 1552]"
494,"[368, 1915, 114, 1723, 1896]"
495,"[1894, 1193, 1525, 78, 340]"
496,"[801, 1729, 216, 24, 1185]"
497,"[1607, 1157, 1896, 368, 1676]"
498,"[1193, 735, 1029, 1666, 1025]"
499,"[1604, 110, 692, 18, 1567]"
500,"[1707, 1878, 1938, 1717, 667]"
501,"[114, 1906, 1567, 1528, 16]"
502,"[1915, 1249, 1552, 1560, 1543]"
503,"[1600, 106, 1032, 419, 1064]"
504,"[1896, 1915, 419, 1042, 1193]"
505,"[1019, 403, 480, 1317, 1723]"
506,"[847, 1737, 1317, 84, 1725]"
507,"[1936, 1548, 407, 406, 1935]"
508,"[1906, 1528, 1588, 1885, 1916]"
509,"[1193, 1033, 735, 1894, 1927]"
510,"[18, 1900, 1902, 787, 1457]"
511,"[114, 1113, 535, 1907, 507]"
512,"[1202, 410, 1896, 1607, 900]"
513,"[1591, 1428, 1046, 1193, 1059]"
514,"[363, 1157, 368, 1725, 1905]"
515,"[1586, 1029, 1035, 113, 866]"
516,"[1197, 1062, 114, 1737, 1915]"
517,"[739, 1725, 770, 627, 669]"
518,"[1193, 1032, 1917, 1902, 1026]"
519,"[16, 1567, 1707, 1878, 1938]"
520,"[478, 1924, 660, 649, 1884]"
521,"[1707, 1878, 1938, 1098, 73]"
522,"[1902, 672, 51, 1900, 1729]"
523,"[1885, 1915, 900, 1344, 1909]"
524,"[900, 885, 1029, 1026, 1909]"
525,"[1915, 114, 1552, 1561, 1902]"
526,"[1713, 1516, 698, 681, 678]"
527,"[1586, 885, 1193, 1029, 1666]"
528,"[1717, 282, 1646, 660, 86]"
529,"[480, 1707, 1878, 1938, 1580]"
530,"[1892, 1899, 413, 1526, 1907]"
531,"[1915, 1197, 1902, 79, 417]"
532,"[1607, 1805, 1077, 1664, 42]"
533,"[1896, 16, 1567, 856, 1098]"
534,"[420, 1148, 1915, 18, 1902]"
535,"[687, 340, 1203, 1900, 412]"
536,"[1809, 1428, 1574, 1193, 1805]"
537,"[1924, 478, 114, 1884, 1902]"
538,"[1197, 930, 79, 1567, 1561]"
539,"[1317, 476, 105, 720, 259]"
540,"[1723, 687, 1900, 18, 1159]"
541,"[1723, 1607, 687, 1894, 37]"
542,"[692, 1611, 1604, 1192, 888]"
543,"[1930, 1030, 286, 1472, 1528]"
544,"[796, 1193, 101, 1899, 1034]"
545,"[403, 1157, 452, 1818, 1814]"
546,"[1737, 115, 65, 63, 814]"
547,"[1080, 1607, 1725, 368, 1157]"
548,"[687, 1725, 655, 782, 1684]"
549,"[16, 1926, 1567, 1906, 1123]"
550,"[813, 670, 930, 1729, 814]"
551,"[796, 1193, 1900, 1043, 936]"
552,"[1193, 1056, 1567, 1067, 1894]"
553,"[368, 1186, 739, 1725, 372]"
554,"[1157, 1607, 368, 135, 1676]"
555,"[18, 639, 661, 1915, 632]"
556,"[114, 1915, 1567, 1113, 16]"
557,"[1894, 1567, 1896, 1098, 1072]"
558,"[868, 103, 1748, 413, 1902]"
559,"[868, 413, 103, 811, 1748]"
560,"[1561, 1894, 1560, 1915, 362]"
561,"[114, 1896, 1902, 1610, 116]"
562,"[1915, 1900, 1902, 18, 1064]"
563,"[1869, 1725, 1723, 83, 787]"
564,"[1924, 478, 649, 1902, 1915]"
565,"[419, 1032, 406, 407, 1193]"
566,"[868, 103, 1748, 1071, 413]"
567,"[340, 782, 1118, 1700, 858]"
568,"[18, 687, 1723, 1915, 1900]"
569,"[1193, 1034, 1899, 796, 1072]"
570,"[1607, 1725, 1691, 1249, 649]"
571,"[1916, 1588, 106, 1032, 1906]"
572,"[735, 1902, 1809, 1672, 1193]"
573,"[1896, 1520, 1532, 1552, 1544]"
574,"[1098, 135, 372, 79, 1894]"
575,"[1915, 412, 1664, 361, 1900]"
576,"[1723, 672, 51, 1855, 847]"
577,"[393, 649, 660, 389, 388]"
578,"[1193, 1922, 1897, 1033, 1909]"
579,"[1066, 513, 1212, 1441, 1520]"
580,"[1052, 1911, 885, 1017, 286]"
581,"[1737, 475, 725, 720, 63]"
582,"[1915, 411, 18, 79, 825]"
583,"[1193, 1029, 1586, 1034, 1041]"
584,"[649, 1884, 650, 43, 609]"
585,"[18, 1915, 1900, 1723, 1902]"
586,"[1930, 1592, 420, 1193, 885]"
587,"[18, 1066, 1915, 114, 1544]"
588,"[1193, 1034, 1612, 1927, 1065]"
589,"[1193, 1029, 1586, 1034, 1025]"
590,"[1915, 1561, 1885, 114, 1869]"
591,"[114, 418, 110, 1461, 1197]"
592,"[468, 881, 316, 556, 111]"
593,"[420, 1118, 1197, 1888, 124]"
594,"[890, 1533, 1537, 1193, 112]"
595,"[1900, 362, 1722, 1915, 786]"
596,"[1924, 478, 1915, 1900, 1826]"
597,"[18, 1066, 95, 37, 1544]"
598,"[1900, 1915, 1834, 452, 1830]"
599,"[1197, 1902, 687, 1655, 1915]"
600,"[1617, 1915, 114, 115, 79]"
601,"[79, 411, 1867, 1664, 1737]"
602,"[1915, 1302, 1900, 85, 1902]"
603,"[645, 1717, 1905, 1627, 1063]"
