q_id,web_list
233,"[114, 1113, 390, 1726, 455]"
234,"[50, 1895, 57, 58, 1044]"
235,"[410, 331, 1915, 757, 1202]"
236,"[1113, 438, 455, 1636, 1712]"
237,"[1064, 89, 1926, 1674, 1065]"
238,"[1043, 1915, 692, 1038, 1299]"
239,"[439, 440, 451, 1277, 308]"
240,"[410, 688, 1202, 1030, 409]"
241,"[1098, 1089, 717, 372, 1157]"
242,"[920, 919, 1674, 1034, 1029]"
243,"[1567, 1157, 1072, 922, 1067]"
244,"[101, 96, 97, 922, 409]"
245,"[478, 1924, 124, 922, 919]"
246,"[1543, 1915, 1900, 108, 372]"
247,"[152, 201, 136, 957, 949]"
248,"[1544, 441, 58, 257, 1194]"
249,"[390, 455, 438, 114, 1113]"
250,"[60, 24, 61, 1143, 1147]"
251,"[1601, 1726, 1604, 888, 674]"
252,"[1915, 1043, 410, 1202, 1916]"
253,"[116, 439, 1021, 1610, 954]"
254,"[455, 1552, 1915, 1543, 1924]"
255,"[90, 117, 1642, 897, 657]"
256,"[1157, 368, 372, 1721, 1186]"
257,"[862, 1932, 1251, 886, 1490]"
258,"[481, 90, 411, 1298, 412]"
259,"[1915, 1067, 89, 98, 1066]"
260,"[907, 133, 1215, 1653, 1491]"
261,"[37, 922, 89, 123, 1894]"
262,"[125, 1068, 1907, 1671, 1886]"
263,"[921, 1029, 1034, 419, 1041]"
264,"[108, 748, 851, 1609, 789]"
265,"[1924, 478, 1067, 692, 1066]"
266,"[89, 1193, 1885, 1915, 1032]"
267,"[1555, 292, 1617, 1655, 1550]"
268,"[1924, 692, 1884, 1746, 98]"
269,"[1538, 890, 688, 1586, 112]"
270,"[380, 379, 334, 1098, 1157]"
271,"[1154, 1202, 1929, 1026, 1031]"
272,"[1651, 980, 1052, 1027, 213]"
273,"[692, 1609, 125, 1076, 340]"
274,"[920, 1033, 1587, 921, 1193]"
275,"[363, 1570, 108, 1894, 1260]"
276,"[290, 98, 663, 638, 666]"
277,"[1296, 259, 956, 214, 141]"
278,"[116, 440, 1653, 1607, 1544]"
279,"[1555, 1301, 760, 364, 108]"
280,"[743, 403, 372, 744, 747]"
281,"[1607, 1157, 1539, 819, 410]"
282,"[1907, 1066, 1519, 1564, 125]"
283,"[372, 1098, 1157, 1570, 717]"
284,"[1906, 1528, 1544, 1064, 125]"
285,"[1264, 851, 442, 774, 441]"
286,"[1900, 1543, 377, 1915, 362]"
287,"[40, 23, 1157, 692, 28]"
288,"[102, 97, 96, 1025, 422]"
289,"[920, 259, 1045, 154, 1014]"
290,"[478, 1924, 395, 361, 1543]"
291,"[1260, 481, 1258, 1256, 1259]"
292,"[314, 89, 102, 1068, 1119]"
293,"[420, 1025, 60, 1540, 96]"
294,"[1613, 1542, 1530, 1556, 1520]"
295,"[1915, 1902, 1900, 1543, 1552]"
296,"[1915, 1043, 410, 692, 921]"
297,"[1915, 1543, 1064, 1674, 1041]"
298,"[1067, 922, 116, 1907, 1526]"
299,"[1562, 674, 1653, 1145, 700]"
300,"[1749, 410, 1626, 851, 1542]"
301,"[692, 903, 1043, 851, 761]"
302,"[1931, 857, 453, 1274, 722]"
303,"[1915, 1240, 1298, 656, 903]"
304,"[1924, 478, 1884, 455, 124]"
305,"[875, 1546, 98, 1478, 117]"
306,"[1731, 1728, 1727, 1190, 381]"
307,"[358, 1915, 1298, 1257, 1882]"
308,"[419, 921, 1908, 1026, 1029]"
309,"[1536, 1040, 692, 1030, 1590]"
310,"[1570, 1098, 372, 717, 135]"
311,"[7, 362, 1301, 452, 358]"
312,"[1525, 1516, 1524, 1559, 60]"
313,"[1915, 108, 481, 1298, 743]"
314,"[442, 1264, 1265, 441, 298]"
315,"[813, 1666, 1908, 1041, 407]"
316,"[743, 775, 1720, 758, 742]"
317,"[455, 454, 811, 1915, 1610]"
318,"[1543, 1915, 409, 102, 96]"
319,"[1543, 1902, 1552, 455, 1915]"
320,"[1932, 1049, 349, 1931, 916]"
321,"[1915, 1543, 164, 163, 440]"
322,"[108, 116, 440, 372, 368]"
323,"[1049, 1205, 357, 913, 724]"
324,"[1915, 57, 54, 1610, 58]"
325,"[862, 1504, 1450, 1457, 1478]"
326,"[368, 1157, 1736, 1185, 1607]"
327,"[1071, 1748, 868, 1899, 1915]"
328,"[926, 885, 292, 108, 97]"
329,"[688, 96, 97, 98, 692]"
330,"[1915, 481, 851, 334, 97]"
331,"[441, 361, 380, 1270, 1386]"
332,"[1619, 326, 1617, 1125, 1098]"
333,"[1544, 1157, 368, 1251, 1716]"
334,"[1607, 1157, 368, 1517, 851]"
335,"[886, 990, 1055, 900, 146]"
336,"[796, 1028, 404, 663, 1036]"
337,"[688, 692, 678, 1642, 60]"
338,"[959, 937, 165, 159, 920]"
339,"[717, 1098, 1570, 415, 1903]"
340,"[455, 454, 114, 1884, 1724]"
341,"[368, 1147, 1721, 1273, 447]"
342,"[1902, 98, 1713, 1516, 1552]"
343,"[1157, 454, 807, 114, 16]"
344,"[1570, 1091, 1098, 372, 717]"
345,"[1105, 1102, 1261, 1256, 1258]"
346,"[455, 1915, 1543, 114, 97]"
347,"[1601, 888, 1726, 692, 116]"
348,"[1915, 1030, 1749, 410, 692]"
349,"[116, 1724, 455, 114, 454]"
350,"[1619, 1040, 108, 1561, 1536]"
351,"[1924, 478, 124, 1884, 116]"
352,"[1098, 717, 1157, 1089, 368]"
353,"[1559, 1649, 1903, 1535, 1143]"
354,"[921, 1026, 164, 159, 937]"
355,"[455, 692, 97, 368, 96]"
356,"[1915, 1344, 1054, 419, 369]"
357,"[1924, 478, 1884, 124, 361]"
358,"[1301, 452, 1300, 1299, 1473]"
359,"[1915, 1543, 1552, 1532, 890]"
360,"[1915, 1674, 1543, 1041, 1552]"
361,"[1543, 1026, 921, 164, 1029]"
362,"[1915, 1543, 1041, 159, 921]"
363,"[1543, 1915, 1066, 1900, 321]"
364,"[1915, 163, 164, 159, 921]"
365,"[410, 1749, 1202, 1609, 767]"
366,"[875, 97, 117, 1478, 666]"
367,"[1573, 1570, 1896, 438, 1270]"
368,"[1193, 165, 1029, 1040, 1043]"
369,"[1053, 411, 851, 101, 232]"
370,"[1516, 1019, 340, 362, 722]"
371,"[430, 1915, 108, 1516, 1258]"
372,"[60, 96, 97, 102, 98]"
373,"[999, 446, 1681, 1039, 1050]"
374,"[116, 1543, 478, 1924, 1197]"
375,"[1525, 453, 1559, 1524, 60]"
376,"[1071, 1674, 1064, 1748, 1913]"
377,"[1543, 1915, 1900, 851, 1250]"
378,"[1504, 116, 1434, 1067, 582]"
379,"[1907, 1522, 922, 478, 1067]"
380,"[159, 921, 163, 1522, 1583]"
381,"[368, 753, 768, 1736, 765]"
382,"[1915, 1543, 124, 478, 1924]"
383,"[58, 372, 54, 116, 57]"
384,"[921, 1034, 163, 1041, 1607]"
385,"[447, 349, 1269, 1273, 857]"
386,"[380, 891, 446, 108, 1504]"
387,"[372, 1721, 1609, 1157, 1158]"
388,"[97, 1056, 96, 992, 98]"
389,"[1609, 430, 1298, 789, 1259]"
390,"[1557, 1040, 1543, 1915, 1044]"
391,"[1671, 1178, 1132, 1270, 116]"
392,"[881, 920, 267, 188, 1897]"
393,"[1915, 357, 1159, 1260, 885]"
394,"[845, 82, 487, 818, 692]"
395,"[1567, 1896, 1067, 1072, 1157]"
396,"[349, 1932, 1272, 1749, 1044]"
397,"[114, 390, 375, 1064, 1132]"
398,"[1609, 1298, 430, 1253, 1259]"
399,"[920, 1033, 165, 937, 932]"
400,"[257, 1539, 108, 1072, 858]"
401,"[864, 637, 1746, 664, 938]"
402,"[116, 1897, 1922, 455, 478]"
403,"[116, 455, 1655, 1067, 1618]"
404,"[1021, 1721, 1204, 1301, 1516]"
405,"[1716, 481, 1251, 501, 282]"
406,"[1157, 851, 1098, 369, 368]"
407,"[1900, 1543, 430, 1253, 1250]"
408,"[289, 1902, 1552, 1713, 339]"
409,"[1655, 339, 692, 1653, 1491]"
410,"[1616, 1907, 1671, 1745, 1030]"
411,"[1302, 79, 410, 692, 1202]"
412,"[1601, 1726, 692, 888, 108]"
413,"[952, 966, 152, 357, 990]"
414,"[1106, 311, 1309, 644, 851]"
415,"[1570, 717, 1072, 135, 108]"
416,"[1915, 922, 1067, 1030, 1526]"
417,"[1026, 407, 1618, 406, 1029]"
418,"[1929, 1592, 1680, 1014, 165]"
419,"[1157, 1721, 1158, 1186, 752]"
420,"[962, 1915, 959, 963, 164]"
421,"[851, 990, 1651, 108, 903]"
422,"[1907, 1527, 927, 1554, 125]"
423,"[657, 567, 515, 510, 642]"
424,"[368, 743, 765, 768, 753]"
425,"[1186, 1720, 743, 1609, 758]"
426,"[402, 365, 60, 789, 563]"
427,"[440, 116, 1192, 1604, 321]"
428,"[259, 224, 1319, 1157, 278]"
429,"[1184, 1732, 1001, 992, 1166]"
430,"[211, 1026, 1042, 885, 1049]"
431,"[365, 107, 1516, 361, 108]"
432,"[922, 1746, 478, 1924, 1915]"
433,"[1915, 1900, 452, 1299, 1543]"
434,"[1193, 1587, 920, 165, 1033]"
435,"[1098, 1157, 1609, 108, 58]"
436,"[163, 410, 900, 1202, 1030]"
437,"[1720, 789, 743, 780, 470]"
438,"[1030, 1915, 421, 409, 410]"
439,"[567, 515, 1224, 1516, 1106]"
440,"[1915, 1543, 1674, 1041, 1064]"
441,"[108, 891, 1619, 1618, 125]"
442,"[1915, 1607, 89, 886, 922]"
443,"[678, 1251, 334, 1266, 1623]"
444,"[1098, 1025, 1157, 1089, 688]"
445,"[891, 362, 1159, 1721, 60]"
446,"[1915, 362, 1021, 1902, 342]"
447,"[481, 1298, 1915, 1259, 79]"
448,"[125, 96, 97, 124, 1277]"
449,"[1071, 1587, 868, 1748, 1907]"
450,"[1937, 1193, 1042, 1029, 1040]"
451,"[743, 1720, 368, 1186, 1157]"
452,"[1915, 1041, 1674, 101, 1034]"
453,"[1543, 1900, 1915, 1902, 1552]"
454,"[1041, 1908, 406, 407, 1026]"
455,"[259, 224, 1011, 218, 994]"
456,"[1543, 1915, 1897, 1922, 922]"
457,"[1915, 1043, 692, 410, 1916]"
458,"[1543, 1900, 60, 886, 97]"
459,"[1252, 357, 1298, 362, 1302]"
460,"[1915, 1202, 362, 410, 851]"
461,"[1517, 884, 3, 1909, 61]"
462,"[747, 756, 742, 769, 762]"
463,"[1713, 164, 922, 1616, 1029]"
464,"[1543, 1915, 1552, 1900, 478]"
465,"[1570, 717, 1098, 82, 430]"
466,"[926, 97, 96, 1907, 102]"
467,"[884, 1805, 1711, 1778, 479]"
468,"[108, 1619, 891, 1543, 125]"
469,"[1570, 691, 1089, 884, 53]"
470,"[1147, 1273, 362, 1900, 1915]"
471,"[1255, 1298, 1250, 1277, 1076]"
472,"[781, 1740, 116, 440, 890]"
473,"[1937, 1026, 919, 164, 1042]"
474,"[60, 1931, 849, 108, 1030]"
475,"[1915, 882, 879, 410, 1202]"
476,"[1241, 481, 98, 97, 567]"
477,"[724, 1298, 922, 430, 1746]"
478,"[1543, 932, 937, 1587, 920]"
479,"[1915, 101, 1913, 97, 96]"
480,"[368, 1157, 765, 768, 1158]"
481,"[1106, 1299, 1197, 887, 311]"
482,"[292, 692, 1555, 116, 717]"
483,"[1157, 368, 743, 1607, 768]"
484,"[1516, 1900, 1543, 922, 692]"
485,"[1748, 868, 1071, 103, 1543]"
486,"[1607, 1157, 1517, 1544, 1539]"
487,"[114, 1113, 116, 438, 1726]"
488,"[1749, 1520, 874, 1564, 1671]"
489,"[341, 97, 992, 1934, 1001]"
490,"[1915, 1543, 1671, 421, 1907]"
491,"[692, 628, 634, 1700, 663]"
492,"[372, 368, 819, 1729, 1157]"
493,"[1915, 1543, 1900, 97, 922]"
494,"[54, 116, 58, 1610, 108]"
495,"[89, 1915, 886, 1525, 1894]"
496,"[801, 481, 1163, 387, 1650]"
497,"[368, 372, 1157, 1091, 1251]"
498,"[1033, 937, 159, 959, 936]"
499,"[116, 692, 1192, 114, 440]"
500,"[7, 11, 1246, 891, 1882]"
501,"[1064, 1113, 901, 1671, 1600]"
502,"[629, 1277, 7, 1272, 440]"
503,"[1178, 106, 369, 1910, 1671]"
504,"[1536, 921, 1029, 159, 937]"
505,"[1019, 367, 340, 779, 1165]"
506,"[1937, 1536, 1525, 453, 502]"
507,"[1935, 1029, 406, 407, 1277]"
508,"[1528, 1091, 1916, 1529, 1906]"
509,"[1915, 1674, 1037, 1583, 163]"
510,"[1044, 1619, 1915, 1543, 1024]"
511,"[390, 1067, 507, 535, 554]"
512,"[1202, 1157, 372, 410, 368]"
513,"[959, 973, 962, 1584, 913]"
514,"[363, 1894, 1613, 366, 1530]"
515,"[165, 937, 1033, 159, 959]"
516,"[1915, 213, 1014, 956, 259]"
517,"[1186, 1157, 757, 1609, 1736]"
518,"[1915, 1543, 1042, 1520, 1029]"
519,"[229, 220, 257, 228, 1005]"
520,"[108, 362, 98, 1616, 1671]"
521,"[1570, 717, 1098, 60, 81]"
522,"[108, 688, 868, 90, 743]"
523,"[1749, 161, 1915, 1042, 410]"
524,"[851, 885, 789, 410, 1202]"
525,"[1915, 692, 1045, 362, 1543]"
526,"[1068, 335, 864, 1713, 289]"
527,"[410, 1202, 1014, 937, 163]"
528,"[1613, 1530, 1127, 257, 366]"
529,"[656, 1095, 851, 1026, 170]"
530,"[1899, 1526, 164, 1892, 1907]"
531,"[357, 340, 1040, 1609, 1302]"
532,"[1259, 1258, 428, 1260, 1303]"
533,"[1157, 862, 1098, 58, 54]"
534,"[629, 362, 1021, 845, 1749]"
535,"[688, 692, 1364, 1495, 1490]"
536,"[1805, 1583, 1778, 1202, 410]"
537,"[455, 1924, 478, 98, 464]"
538,"[1344, 409, 478, 98, 852]"
539,"[259, 985, 984, 196, 177]"
540,"[414, 416, 1544, 1915, 890]"
541,"[97, 1592, 452, 98, 60]"
542,"[440, 321, 116, 1712, 1040]"
543,"[1915, 154, 190, 270, 1205]"
544,"[1937, 1193, 1034, 1042, 1036]"
545,"[789, 1251, 692, 1298, 1609]"
546,"[357, 65, 951, 195, 987]"
547,"[1157, 1250, 750, 1298, 1076]"
548,"[886, 1560, 692, 1272, 1561]"
549,"[1924, 552, 478, 901, 900]"
550,"[1749, 1066, 1298, 410, 1915]"
551,"[1915, 98, 1032, 165, 97]"
552,"[1067, 1064, 1157, 54, 89]"
553,"[368, 765, 768, 743, 1736]"
554,"[1157, 849, 1721, 1716, 1251]"
555,"[1536, 1932, 1931, 891, 1907]"
556,"[1307, 1157, 16, 891, 1504]"
557,"[372, 108, 1067, 1157, 1567]"
558,"[1924, 478, 1915, 124, 1071]"
559,"[1071, 811, 1748, 868, 1674]"
560,"[1536, 1516, 1915, 1040, 97]"
561,"[1915, 114, 116, 1536, 216]"
562,"[1543, 1900, 1915, 101, 112]"
563,"[1301, 452, 1106, 886, 170]"
564,"[1924, 478, 455, 1884, 116]"
565,"[921, 1026, 1029, 419, 1037]"
566,"[1748, 1915, 1543, 1071, 1674]"
567,"[1525, 1516, 1524, 1559, 60]"
568,"[1543, 1900, 878, 1642, 666]"
569,"[1937, 1193, 1029, 165, 1907]"
570,"[1607, 743, 747, 740, 764]"
571,"[1916, 1906, 1529, 1588, 1528]"
572,"[1915, 1029, 1543, 1042, 1041]"
573,"[1915, 89, 440, 921, 164]"
574,"[108, 1157, 135, 1098, 372]"
575,"[926, 1915, 440, 692, 98]"
576,"[851, 170, 1106, 1301, 311]"
577,"[657, 441, 1300, 1301, 452]"
578,"[1897, 1922, 165, 921, 159]"
579,"[1543, 1924, 1915, 921, 159]"
580,"[211, 1584, 139, 973, 974]"
581,"[259, 967, 1318, 1014, 1414]"
582,"[1558, 97, 1550, 96, 481]"
583,"[1616, 1029, 1907, 1671, 1030]"
584,"[1884, 1113, 1562, 455, 1145]"
585,"[1607, 362, 1915, 1517, 1637]"
586,"[153, 952, 214, 913, 979]"
587,"[1536, 1064, 1915, 1907, 922]"
588,"[1915, 1520, 1620, 921, 89]"
589,"[1937, 165, 1029, 937, 1025]"
590,"[1915, 1560, 692, 96, 97]"
591,"[116, 1067, 108, 438, 688]"
592,"[188, 216, 881, 982, 978]"
593,"[420, 1700, 1025, 126, 1540]"
594,"[1915, 890, 112, 692, 922]"
595,"[1619, 362, 108, 125, 1674]"
596,"[455, 1671, 1924, 478, 1147]"
597,"[1589, 1529, 1629, 870, 1924]"
598,"[452, 441, 1264, 1265, 1301]"
599,"[108, 887, 1721, 885, 1304]"
600,"[1561, 692, 97, 1617, 1915]"
601,"[481, 340, 1258, 410, 1298]"
602,"[692, 481, 1257, 1649, 719]"
603,"[60, 85, 61, 86, 51]"
604,"[361, 478, 1924, 449, 440]"
605,"[1915, 1042, 1543, 1030, 1900]"
606,"[1543, 1029, 921, 1520, 1620]"
607,"[851, 748, 363, 368, 844]"
608,"[114, 1710, 454, 1113, 58]"
609,"[478, 1924, 1915, 692, 1543]"
610,"[1934, 692, 341, 698, 1031]"
611,"[657, 1014, 634, 660, 638]"
612,"[692, 116, 1726, 1712, 440]"
613,"[1915, 1907, 1067, 1113, 1616]"
614,"[1619, 108, 1617, 132, 1618]"
615,"[1205, 885, 357, 1298, 148]"
616,"[125, 1690, 1277, 1609, 902]"
617,"[760, 364, 762, 346, 1555]"
618,"[1025, 925, 420, 1541, 96]"
619,"[1921, 1935, 1536, 1277, 409]"
620,"[453, 857, 133, 78, 1525]"
621,"[46, 257, 1243, 456, 112]"
